"Name","Id","PriorityClass","FileVersion","HandleCount","WorkingSet","PagedMemorySize","PrivateMemorySize","VirtualMemorySize","TotalProcessorTime","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","UserProcessorTime","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","Site","Container"
"MpDefenderCoreService","2504",,,"499","17813504","9482240","9482240","116572160","00:00:00.9843750","0","499","2203434795008","17813504","9482240","19168",,,"0.984375",,,,"Process","8",,,,,,".","0","",,,,,"19168","19168","9482240","157440","157440","10137600","10137600","22204416","22204416","119226368","2203437449216",,"9482240","00:00:00.8437500","MpDefenderCoreService",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:26:49 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","2203434795008","False",,,,"17813504",,
"msedge","1080","AboveNormal","112.0.1722.48","353","22360064","15466496","15466496","564326400","00:00:27","1","353","2306961764352","22360064","15466496","27120","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","27","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","10",,"False",,"2176","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27120","27120","15466496","772856","772856","42442752","42442752","112451584","112451584","656412672","2307053850624","True","15466496","00:00:17.2656250","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 3:07:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.7343750","2306961764352","False",,,,"22360064",,
"msedge","1696","Idle","112.0.1722.48","312","8515584","27512832","27512832","-1103880192","00:00:00.5468750","1","312","3486409564160","8515584","27512832","15880","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.546875","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"4224","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15880","15880","27512832","685584","685584","31002624","31002624","65986560","65986560","-1051451392","3486461992960","True","27512832","00:00:00.1875000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:26:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","3486409564160","False",,,,"8515584",,
"msedge","2304","Normal","112.0.1722.48","216","2576384","8400896","8400896","449822720","00:00:00.2187500","1","216","2306847260672","2576384","8400896","13864","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.21875","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"4748","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","8400896","685768","685768","16785408","16785408","20647936","20647936","466599936","2306864037888","True","8400896","00:00:00.1250000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 3:07:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","2306847260672","False",,,,"2576384",,
"msedge","4160","Normal","112.0.1722.48","1604","67280896","66859008","66859008","880939008","00:00:26.0468750","1","1604","2341638115328","67280896","66859008","67624","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","26.046875","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"4092","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","524978","about_PSSessions - PowerShell | Microsoft Learn and 1 more page - Profile 1 - Microsoft? Edge","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","67624","67624","66859008","1159184","1159184","75882496","75882496","146722816","146722816","1031618560","2341788794880","True","66859008","00:00:16.2031250","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 3:07:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:09.8437500","2341638115328","False",,,,"67280896",,
"msedge","4412","Normal","112.0.1722.48","193","1318912","2134016","2134016","158629888","00:00:00.0156250","1","193","2272196329472","1318912","2134016","9512","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.015625","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"1752","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2134016","124200","124200","2293760","2293760","8085504","8085504","183795712","2272221495296","True","2134016","00:00:00","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 3:07:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","2272196329472","False",,,,"1318912",,
"msedge","4876","Idle","112.0.1722.48","222","1843200","15339520","15339520","-1135157248","00:00:00.0937500","1","222","3486378287104","1843200","15339520","15064","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.09375","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"2448","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15064","15064","15339520","690032","690032","15409152","15409152","30306304","30306304","-1118470144","3486394974208","True","15339520","00:00:00.0468750","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:16:30 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","3486378287104","False",,,,"1843200",,
"msedge","5400","Normal","112.0.1722.48","293","17551360","15671296","15671296","515399680","00:00:04.0937500","1","293","2306912837632","17551360","15671296","17136","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.09375","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3088","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17136","17136","15671296","741792","741792","26316800","26316800","43446272","43446272","753954816","2307151392768","True","15671296","00:00:01.3125000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 3:07:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.7812500","2306912837632","False",,,,"17551360",,
"msedge","7136","Idle","112.0.1722.48","378","75550720","76611584","76611584","1144131584","00:00:17.6718750","1","378","3488657575936","75550720","76611584","22544","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","17.671875","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"3064","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22544","22544","76611584","845064","845064","114663424","114663424","165273600","165273600","1229545472","3488742989824","True","76611584","00:00:02.6875000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:06:33 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:14.9843750","3488657575936","False",,,,"75550720",,
"msedge","7868","Idle","112.0.1722.48","281","5894144","24584192","24584192","-1103876096","00:00:00.6562500","1","281","3486409568256","5894144","24584192","16016","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.65625","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"1792","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16016","16016","24584192","685592","685592","45441024","45441024","73953280","73953280","456400896","3487969845248","True","24584192","00:00:00.2187500","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:26:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4375000","3486409568256","False",,,,"5894144",,
"msedge","8544","Idle","112.0.1722.48","359","3969024","52199424","52199424","1056931840","00:00:06.7343750","1","359","3488570376192","3969024","52199424","16832","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","6.734375","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"4112","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16832","16832","52199424","699328","699328","167333888","167333888","209178624","209178624","1140948992","3492949360640","True","52199424","00:00:00.9218750","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:16:11 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.8125000","3488570376192","False",,,,"3969024",,
"msedge","8784","Normal","112.0.1722.48","273","4288512","8904704","8904704","475365376","00:00:00.1093750","1","273","2306872803328","4288512","8904704","16176","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.109375","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"2204","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16176","16176","8904704","752136","752136","9052160","9052160","24862720","24862720","508919808","2306906357760","True","8904704","00:00:00.0625000","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:27:23 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","2306872803328","False",,,,"4288512",,
"msedge","9768","Idle","112.0.1722.48","262","2756608","21897216","21897216","-1105797120","00:00:00.2031250","1","262","3486407647232","2756608","21897216","15544","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.203125","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"4784","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15544","15544","21897216","673648","673648","22966272","22966272","45838336","45838336","458485760","3487971930112","True","21897216","00:00:00.1406250","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:26:44 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","3486407647232","False",,,,"2756608",,
"msedge","10136","Idle","112.0.1722.48","384","4149248","58236928","58236928","-1043755008","00:00:08.2968750","1","384","3486469689344","4149248","58236928","17784","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","8.296875","112.0.1722.48","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"4264","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17784","17784","58236928","782536","782536","86429696","86429696","146702336","146702336","-669921280","3486843523072","True","58236928","00:00:01.0312500","msedge","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 9:26:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:07.2656250","3486469689344","False",,,,"4149248",,
"MsMpEng","3376",,,"794","225533952","336879616","336879616","905715712","00:10:50.2187500","0","794","2204223938560","225533952","336879616","221688",,,"650.21875",,,,"Process","8",,,,,,".","0","",,,,,"221688","221688","336879616","723472","723472","1069637632","1069637632","1005371392","1005371392","1632231424","2204950454272",,"336879616","00:03:09.5781250","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:26:40 AM",,"System.Diagnostics.ProcessThreadCollection","00:07:40.6406250","2204223938560","False",,,,"225533952",,
"NisSrv","7680",,,"202","8843264","4005888","4005888","96808960","00:00:00.1406250","0","202","2203415031808","8843264","4005888","38536",,,"0.140625",,,,"Process","8",,,,,,".","0","",,,,,"38536","38536","4005888","120448","120448","4468736","4468736","11329536","11329536","99954688","2203418177536",,"4005888","00:00:00.0937500","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:26:49 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","2203415031808","False",,,,"8843264",,
"OfficeClickToRun","3380","Normal","16.0.10361.20002","647","41705472","39129088","39129088","252387328","00:00:59.8281250","0","647","2203570610176","41705472","39129088","26728","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe","Microsoft Corporation","59.828125","16.0.10361.20002","Microsoft Office Click-to-Run (SxS)","Microsoft Office","Process","8",,"False",,"4528","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (OfficeClickToRun.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26728","26728","39129088","262440","262440","112902144","112902144","126472192","126472192","333492224","2203651715072","True","39129088","00:00:14.3125000","OfficeClickToRun","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:52 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:45.5156250","2203570610176","False",,,,"41705472",,
"OneDrive","6496","Normal","25.031.0217.0003","876","18731008","50798592","50798592","-509960192","00:00:03.8437500","1","876","2207103229952","18731008","50798592","54440","C:\Users\Administrator.ADATUM\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","3.84375","25.031.0217.0003","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"4524","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54440","54440","50798592","859504","859504","54243328","54243328","115576832","115576832","-495063040","2207118127104","True","50798592","00:00:01.9218750","OneDrive","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:22:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9218750","2207103229952","False",,,,"18731008",,
"powershell_ise","3472","Normal","10.0.19041.1 (WinBuild.160101.0800)","1151","269950976","317612032","317612032","1173635072","00:02:24.2031250","1","1151","5468602368","269950976","317612032","89320","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","144.203125","10.0.19041.1","Windows PowerShell ISE","Microsoft? Windows? Operating System","Process","8",,"False",,"4692","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","1770380","Administrator: Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","89320","89320","317612032","1063272","1063272","330145792","330145792","321462272","321462272","1235292160","5530259456","True","317612032","00:00:35.7500000","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 10:37:01 AM",,"System.Diagnostics.ProcessThreadCollection","00:01:48.4687500","5468602368","False",,,,"269950976",,
"Registry","100",,,"0","40013824","4878336","4878336","149422080","00:00:06.2343750","0","0","149422080","40013824","4878336","18632",,,"6.234375",,,,"Process","8",,,,,,".","0","",,,,,"18632","18632","4878336","296064","296064","205529088","205529088","297275392","297275392","427339776","427339776",,"4878336","00:00:06.2343750","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","149422080","False",,,,"40013824",,
"RuntimeBroker","2088","Normal","10.0.19041.746 (WinBuild.160101.0800)","275","22675456","5763072","5763072","148541440","00:00:01.2187500","1","275","2203466764288","22675456","5763072","16448","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.21875","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3548","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16448","16448","5763072","219376","219376","7413760","7413760","29118464","29118464","190402560","2203508625408","True","5763072","00:00:00.5000000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7187500","2203466764288","False",,,,"22675456",,
"RuntimeBroker","4208","Normal","10.0.19041.746 (WinBuild.160101.0800)","122","7458816","1560576","1560576","93491200","00:00:00.0468750","1","122","2203411714048","7458816","1560576","8288","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.046875","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3528","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8288","8288","1560576","115248","115248","1941504","1941504","7991296","7991296","96636928","2203414859776","True","1560576","00:00:00.0312500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:23:32 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","2203411714048","False",,,,"7458816",,
"RuntimeBroker","5232","Normal","10.0.19041.746 (WinBuild.160101.0800)","585","44998656","32436224","32436224","285888512","00:00:02.9687500","1","585","2203604111360","44998656","32436224","29336","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.96875","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4536","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29336","29336","32436224","431248","431248","41299968","41299968","64032768","64032768","301862912","2203620085760","True","32436224","00:00:01.7031250","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2656250","2203604111360","False",,,,"44998656",,
"RuntimeBroker","5892","Normal","10.0.19041.746 (WinBuild.160101.0800)","313","23814144","5771264","5771264","161398784","00:00:00.2187500","1","313","2203479621632","23814144","5771264","17128","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.21875","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4332","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17128","17128","5771264","243856","243856","7491584","7491584","26017792","26017792","169738240","2203487961088","True","5771264","00:00:00.1562500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","2203479621632","False",,,,"23814144",,
"RuntimeBroker","6100","Normal","10.0.19041.746 (WinBuild.160101.0800)","257","16351232","3452928","3452928","152133632","00:00:00.2500000","1","257","2203470356480","16351232","3452928","15544","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.25","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2208","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15544","15544","3452928","232856","232856","4399104","4399104","23924736","23924736","162926592","2203481149440","True","3452928","00:00:00.1718750","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 10:29:41 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","2203470356480","False",,,,"16351232",,
"RuntimeBroker","7268","Normal","10.0.19041.746 (WinBuild.160101.0800)","358","27136000","7872512","7872512","161689600","00:00:02.1250000","1","358","2203479912448","27136000","7872512","18624","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.125","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5036","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18624","18624","7872512","242072","242072","9777152","9777152","34996224","34996224","204779520","2203523002368","True","7872512","00:00:01.3437500","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7812500","2203479912448","False",,,,"27136000",,
"RuntimeBroker","7512","Normal","10.0.19041.746 (WinBuild.160101.0800)","185","15355904","2387968","2387968","115191808","00:00:00.0625000","1","185","2203433414656","15355904","2387968","10600","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.0625","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5096","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","2387968","150872","150872","2912256","2912256","16691200","16691200","120369152","2203438592000","True","2387968","00:00:00.0625000","RuntimeBroker","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:21 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203433414656","False",,,,"15355904",,
"SearchApp","3164","Normal","10.0.19041.1266 (WinBuild.160101.0800)","1328","93892608","128606208","128606208","1041072128","00:00:16.6875000","1","1328","2238719033344","93892608","128606208","116440","C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","16.6875","10.0.19041.1266","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"4500","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","116440","116440","128606208","968960","968960","169730048","169730048","247861248","247861248","1113411584","2238791372800","True","128606208","00:00:03.4062500","SearchApp","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:18 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.2812500","2238719033344","False",,,,"93892608",,
"SearchFilterHost","4968","Idle","7.0.19041.1151 (WinBuild.160101.0800)","149","7450624","1658880","1658880","80175104","00:00:00.0156250","0","149","2203398397952","7450624","1658880","8696","C:\WINDOWS\system32\SearchFilterHost.exe","Microsoft Corporation","0.015625","7.0.19041.1151","Microsoft Windows Search Filter Host","Windows? Search","Process","4",,"False",,"4488","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchFilterHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","8696","8696","1658880","100608","100608","1658880","1658880","7454720","7454720","80179200","2203398402048","True","1658880","00:00:00.0156250","SearchFilterHost","15","True","0","System.Diagnostics.ProcessStartInfo","3/18/2025 1:30:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203398397952","False",,,,"7450624",,
"SearchIndexer","5924","Normal","7.0.19041.1 (WinBuild.160101.0800)","994","41705472","30457856","30457856","228388864","00:00:17.1562500","0","994","2203546611712","41705472","30457856","72304","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","17.15625","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"4956","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","72304","72304","30457856","259712","259712","35577856","35577856","45654016","45654016","236187648","2203554410496","True","30457856","00:00:08.8281250","SearchIndexer","15","True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:20:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:08.3281250","2203546611712","False",,,,"41705472",,
"SearchProtocolHost","3056","Idle","7.0.19041.1151 (WinBuild.160101.0800)","265","8351744","2011136","2011136","107298816","00:00:00.0156250","1","265","2203425521664","8351744","2011136","10056","C:\WINDOWS\system32\SearchProtocolHost.exe","Microsoft Corporation","0.015625","7.0.19041.1151","Microsoft Windows Search Protocol Host","Windows? Search","Process","4",,"False",,"1520","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (SearchProtocolHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","10056","10056","2011136","144984","144984","2011136","2011136","8372224","8372224","107298816","2203425521664","True","2011136","00:00:00.0156250","SearchProtocolHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/18/2025 1:30:25 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","2203425521664","False",,,,"8351744",,
"SecurityHealthService","7980",,,"283","11259904","3301376","3301376","97452032","00:00:00.1250000","0","283","2203415674880","11259904","3301376","13280",,,"0.125",,,,"Process","8",,,,,,".","0","",,,,,"13280","13280","3301376","134520","134520","3719168","3719168","13901824","13901824","105353216","2203423576064",,"3301376","00:00:00.0937500","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:23:20 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","2203415674880","False",,,,"11259904",,
"services","808",,,"734","12455936","5603328","5603328","83509248","00:00:04.1875000","0","734","2203401732096","12455936","5603328","14248",,,"4.1875",,,,"Process","9",,,,,,".","0","",,,,,"14248","14248","5603328","191152","191152","12505088","12505088","14688256","14688256","165896192","2203484119040",,"5603328","00:00:02.4062500","services",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:18:51 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7812500","2203401732096","False",,,,"12455936",,
"SgrmBroker","6156",,,"105","6524928","4071424","4071424","64364544","00:00:00.1875000","0","105","2203382587392","6524928","4071424","7600",,,"0.1875",,,,"Process","8",,,,,,".","0","",,,,,"7600","7600","4071424","35160","35160","5857280","5857280","8581120","8581120","65417216","2203383640064",,"4071424","00:00:00.0468750","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","3/17/2025 9:20:53 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","2203382587392","False",,,,"6524928",,
"ShellExperienceHost","6700","Normal","10.0.19041.1151 (WinBuild.160101.0800)","713","45707264","15237120","15237120","361844736","00:00:00.9218750","1","713","2203680067584","45707264","15237120","32000","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","0.921875","10.0.19041.1151","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"3628","Microsoft.Win32.SafeHandles.SafeProcessHandle",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","32000","32000","15237120","630112","630112","16343040","16343040","60145664","60145664","369184768","2203687407616","True","15237120","00:00:00.4687500","ShellExperienceHost","15","True","1","System.Diagnostics.ProcessStartInfo","3/17/2025 9:21:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","2203680067584","False",,,,"45707264",,
